abcd,nda,instrument
smri_t1w.contrast_cort.desikan_supramarginal.lh,cc_lh_supramarginal,freesvol01
smri_t1w.contrast_cort.desikan_frontalpole.lh,cc_lh_frontpole,freesvol01
smri_t1w.contrast_cort.desikan_temporalpole.lh,cc_lh_temppole,freesvol01
smri_t1w.contrast_cort.desikan_transversetemporal.lh,cc_lh_transversetemp,freesvol01
smri_t1w.contrast_cort.desikan_bankssts.rh,cc_rh_bankssts,freesvol01
smri_t1w.contrast_cort.desikan_caudalanteriorcingulate.rh,cc_rh_caudalanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_caudalmiddlefrontal.rh,cc_rh_caudalmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_cuneus.rh,cc_rh_cuneus,freesvol01
smri_t1w.contrast_cort.desikan_entorhinal.rh,cc_rh_entorhinal,freesvol01
smri_t1w.contrast_cort.desikan_fusiform.rh,cc_rh_fusiform,freesvol01
smri_t1w.contrast_cort.desikan_inferiorparietal.rh,cc_rh_inferiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_inferiortemporal.rh,cc_rh_inferiortemp,freesvol01
smri_t1w.contrast_cort.desikan_isthmuscingulate.rh,cc_rh_isthmuscing,freesvol01
smri_t1w.contrast_cort.desikan_lateraloccipital.rh,cc_rh_ltr_occipital,freesvol01
smri_t1w.contrast_cort.desikan_lateralorbitofrontal.rh,cc_rh_ltr_orbitofront,freesvol01
smri_t1w.contrast_cort.desikan_lingual.rh,cc_rh_lingual,freesvol01
smri_t1w.contrast_cort.desikan_medialorbitofrontal.rh,cc_rh_medialorbitofront,freesvol01
smri_t1w.contrast_cort.desikan_middletemporal.rh,cc_rh_middletemp,freesvol01
smri_t1w.contrast_cort.desikan_parahippocampal.rh,cc_rh_parahippocampal,freesvol01
smri_t1w.contrast_cort.desikan_paracentral.rh,cc_rh_paracentral,freesvol01
smri_t1w.contrast_cort.desikan_parsopercularis.rh,cc_rh_parsopercularis,freesvol01
smri_t1w.contrast_cort.desikan_parsorbitalis.rh,cc_rh_parsorbitalis,freesvol01
smri_t1w.contrast_cort.desikan_parstriangularis.rh,cc_rh_parstriangularis,freesvol01
smri_t1w.contrast_cort.desikan_pericalcarine.rh,cc_rh_pericalcarine,freesvol01
smri_t1w.contrast_cort.desikan_postcentral.rh,cc_rh_postcentral,freesvol01
smri_t1w.contrast_cort.desikan_posteriorcingulate.rh,cc_rh_posteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_precentral.rh,cc_rh_precentral,freesvol01
smri_t1w.contrast_cort.desikan_precuneus.rh,cc_rh_precuneus,freesvol01
smri_t1w.contrast_cort.desikan_rostralanteriorcingulate.rh,cc_rh_rostralanteriorcing,freesvol01
smri_t1w.contrast_cort.desikan_rostralmiddlefrontal.rh,cc_rh_rostralmiddlefront,freesvol01
smri_t1w.contrast_cort.desikan_superiorfrontal.rh,cc_rh_superiorfront,freesvol01
smri_t1w.contrast_cort.desikan_superiorparietal.rh,cc_rh_superiorpariet,freesvol01
smri_t1w.contrast_cort.desikan_superiortemporal.rh,cc_rh_superiortemp,freesvol01
smri_t1w.contrast_cort.desikan_supramarginal.rh,cc_rh_supramarginal,freesvol01
smri_t1w.contrast_cort.desikan_frontalpole.rh,cc_rh_frontpole,freesvol01
smri_t1w.contrast_cort.desikan_temporalpole.rh,cc_rh_temppole,freesvol01
smri_t1w.contrast_cort.desikan_transversetemporal.rh,cc_rh_transversetemp,freesvol01
smri_t1w.contrast_cort.fuzzy2_frontal.lh,cc_lh_f2_front,freesvol01
smri_t1w.contrast_cort.fuzzy2_posterior.lh,cc_lh_f2_posterior,freesvol01
smri_t1w.contrast_cort.fuzzy4_frontal.lh,cc_lh_f4_front,freesvol01
smri_t1w.contrast_cort.fuzzy4_occipital.lh,cc_lh_f4_occipital,freesvol01
smri_t1w.contrast_cort.fuzzy4_temporal.lh,cc_lh_f4_temp,freesvol01
smri_t1w.contrast_cort.fuzzy4_parietal.lh,cc_lh_f4_pariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_central.lh,cc_lh_f12_central,freesvol01
smri_t1w.contrast_cort.fuzzy12_occipital.lh,cc_lh_f12_occipital,freesvol01
smri_t1w.contrast_cort.fuzzy12_posterolateraltemporal.lh,cc_lh_f12_postero_ltr_temp,freesvol01
smri_t1w.contrast_cort.fuzzy12_superiorparietal.lh,cc_lh_f12_superiorpariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_orbitofrontal.lh,cc_lh_f12_orbitofront,freesvol01
smri_t1w.contrast_cort.fuzzy12_superiortemporal.lh,cc_lh_f12_superiortemp,freesvol01
smri_t1w.contrast_cort.fuzzy12_inferiorparietal.lh,cc_lh_f12_inferiorpariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_dorsomedialfrontal.lh,cc_lh_f12_dorsomedialfront,freesvol01
smri_t1w.contrast_cort.fuzzy12_anteromedialtemporal.lh,cc_lh_f12_anteromedialtemp,freesvol01
smri_t1w.contrast_cort.fuzzy12_precuneus.lh,cc_lh_f12_precuneus,freesvol01
smri_t1w.contrast_cort.fuzzy12_dorsolateralprefrontal.lh,cc_lh_f12_dorso_ltr_prefront,freesvol01
smri_t1w.contrast_cort.fuzzy12_parsopercularis.lh,cc_lh_f12_parsopercularis,freesvol01
smri_t1w.contrast_cort.fuzzy2_frontal.rh,cc_rh_f2_front,freesvol01
smri_t1w.contrast_cort.fuzzy2_posterior.rh,cc_rh_f2_posterior,freesvol01
smri_t1w.contrast_cort.fuzzy4_frontal.rh,cc_rh_f4_front,freesvol01
smri_t1w.contrast_cort.fuzzy4_occipital.rh,cc_rh_f4_occipital,freesvol01
smri_t1w.contrast_cort.fuzzy4_temporal.rh,cc_rh_f4_temp,freesvol01
smri_t1w.contrast_cort.fuzzy4_parietal.rh,cc_rh_f4_pariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_central.rh,cc_rh_f12_central,freesvol01
smri_t1w.contrast_cort.fuzzy12_occipital.rh,cc_rh_f12_occipital,freesvol01
smri_t1w.contrast_cort.fuzzy12_posterolateraltemporal.rh,cc_rh_f12_postero_ltr_temp,freesvol01
smri_t1w.contrast_cort.fuzzy12_superiorparietal.rh,cc_rh_f12_superiorpariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_orbitofrontal.rh,cc_rh_f12_orbitofront,freesvol01
smri_t1w.contrast_cort.fuzzy12_superiortemporal.rh,cc_rh_f12_superiortemp,freesvol01
smri_t1w.contrast_cort.fuzzy12_inferiorparietal.rh,cc_rh_f12_inferiorpariet,freesvol01
smri_t1w.contrast_cort.fuzzy12_dorsomedialfrontal.rh,cc_rh_f12_dorsomedialfront,freesvol01
smri_t1w.contrast_cort.fuzzy12_anteromedialtemporal.rh,cc_rh_f12_anteromedialtemp,freesvol01
smri_t1w.contrast_cort.fuzzy12_precuneus.rh,cc_rh_f12_precuneus,freesvol01
smri_t1w.contrast_cort.fuzzy12_dorsolateralprefrontal.rh,cc_rh_f12_dorso_ltr_prefront,freesvol01
smri_t1w.contrast_cort.fuzzy12_parsopercularis.rh,cc_rh_f12_parsopercularis,freesvol01
smri_t1w.contrast_cort.desikan_mean.lh,cc_lh_mean,freesvol01
smri_t1w.contrast_cort.desikan_mean.rh,cc_rh_mean,freesvol01
smri_t1w.contrast_cort.desikan_mean,cc_mean,freesvol01
smri_vol_subcort.aseg_cerebral.white.matter.lh,l_ceb_wm,freesvol01
smri_vol_subcort.aseg_cerebral.cortex.lh,l_ceb_cortex,freesvol01
smri_vol_subcort.aseg_lateral.ventricle.lh,mriscort_v_lf_ltrl_vntcl,freesvol01
smri_vol_subcort.aseg_inf.lat.vent.lh,mriscort_v_lf_inf_lat_vent,freesvol01
smri_vol_subcort.aseg_cerebellum.white.matter.lh,mriscort_v_lf_cblum_wt_mtr,freesvol01
smri_vol_subcort.aseg_cerebellum.cortex.lh,mriscort_v_lf_cblum_cortex,freesvol01
smri_vol_subcort.aseg_thalamus.proper.lh,mriscort_v_lf_thmus_proper,freesvol01
smri_vol_subcort.aseg_caudate.lh,mriscort_v_lf_caudate,freesvol01
smri_vol_subcort.aseg_putamen.lh,mriscort_v_lf_putamen,freesvol01
smri_vol_subcort.aseg_pallidum.lh,mriscort_v_lf_pallidum,freesvol01
smri_vol_subcort.aseg_3rd.ventricle,mriscort_v_3rd_vntcl,freesvol01
smri_vol_subcort.aseg_4th.ventricle,mriscort_v_4th_vntcl,freesvol01
smri_vol_subcort.aseg_brain.stem,mriscort_v_brain_stem,freesvol01
smri_vol_subcort.aseg_hippocampus.lh,mriscort_v_lf_hippocampus,freesvol01
smri_vol_subcort.aseg_amygdala.lh,mriscort_v_lf_amygdala,freesvol01
smri_vol_subcort.aseg_csf,mriscort_v_csf,freesvol01
smri_vol_subcort.aseg_lesion.lh,l_lesion,freesvol01
smri_vol_subcort.aseg_accumbens.area.lh,mriscort_v_lf_acc_area,freesvol01
smri_vol_subcort.aseg_ventraldc.lh,mriscort_v_lf_ventraldc,freesvol01
smri_vol_subcort.aseg_cerebral.white.matter.rh,r_ceb_wm,freesvol01
smri_vol_subcort.aseg_cerebral.cortex.rh,r_ceb_cortex,freesvol01
smri_vol_subcort.aseg_lateral.ventricle.rh,mriscort_v_rt_ltrl_vntcl,freesvol01
smri_vol_subcort.aseg_inf.lat.vent.rh,mriscort_v_rt_inf_lat_vent,freesvol01
smri_vol_subcort.aseg_cerebellum.white.matter.rh,mriscort_v_rt_cblum_wt_mtr,freesvol01
smri_vol_subcort.aseg_cerebellum.cortex.rh,mriscort_v_rt_cblum_cortex,freesvol01
smri_vol_subcort.aseg_thalamus.proper.rh,mriscort_v_rt_thmus_proper,freesvol01
smri_vol_subcort.aseg_caudate.rh,mriscort_v_rt_caudate,freesvol01
smri_vol_subcort.aseg_putamen.rh,mriscort_v_rt_putamen,freesvol01
smri_vol_subcort.aseg_pallidum.rh,mriscort_v_rt_pallidum,freesvol01
smri_vol_subcort.aseg_hippocampus.rh,mriscort_v_rt_hippocampus,freesvol01
smri_vol_subcort.aseg_amygdala.rh,mriscort_v_rt_amygdala,freesvol01
smri_vol_subcort.aseg_lesion.rh,r_lesion,freesvol01
smri_vol_subcort.aseg_accumbens.area.rh,mriscort_v_rt_acc_area,freesvol01
smri_vol_subcort.aseg_ventraldc.rh,mriscort_v_rt_ventraldc,freesvol01
smri_vol_subcort.aseg_wm.hypointensities,wm_hypointensities,freesvol01
smri_vol_subcort.aseg_wm.hypointensities.lh,l_wm_hypointensities,freesvol01
smri_vol_subcort.aseg_wm.hypointensities.rh,r_wm_hypointensities,freesvol01
smri_vol_subcort.aseg_wholebrain,wholebrain,freesvol01
smri_vol_subcort.aseg_latventricles,lat_ventrs,freesvol01
smri_vol_subcort.aseg_allventricles,all_ventrs,freesvol01
smri_vol_subcort.aseg_brainmaskvolume,brainmaskvolume,freesvol01
smri_vol_subcort.aseg_brainsegmentationvolume,brainsegmentationvolume,freesvol01
smri_vol_subcort.aseg_intracranialvolume,intracranialvolume,freesvol01
smri_vol_subcort.aseg_supratentorialvolume,supratentorialvolume,freesvol01
smri_vol_subcort.aseg_subcorticalgrayvolume,subcorticalgrayvolume,freesvol01
smri_t1w_subcort.aseg_cerebral.white.matter.lh,t1w_l_ceb_wm,freesvol01
smri_t1w_subcort.aseg_cerebral.cortex.lh,t1w_l_ceb_cortex,freesvol01
smri_t1w_subcort.aseg_lateral.ventricle.lh,t1w_l_ltr_ventr,freesvol01
smri_t1w_subcort.aseg_inf.lat.vent.lh,t1w_l_inf_lat_vent,freesvol01
smri_t1w_subcort.aseg_cerebellum.white.matter.lh,t1w_l_cer_wm,freesvol01
smri_t1w_subcort.aseg_cerebellum.cortex.lh,t1w_l_cer_cortex,freesvol01
smri_t1w_subcort.aseg_thalamus.proper.lh,t1w_l_thalamuprop,freesvol01
smri_t1w_subcort.aseg_caudate.lh,t1w_l_caudate,freesvol01
smri_t1w_subcort.aseg_putamen.lh,t1w_l_putamen,freesvol01
smri_t1w_subcort.aseg_pallidum.lh,t1w_l_pallidum,freesvol01
smri_t1w_subcort.aseg_3rd.ventricle,t1w_3rd_ventr,freesvol01
smri_t1w_subcort.aseg_4th.ventricle,t1w_4th_ventr,freesvol01
smri_t1w_subcort.aseg_brain.stem,t1w_brain_stem,freesvol01
smri_t1w_subcort.aseg_hippocampus.lh,t1w_l_hippo,freesvol01
smri_t1w_subcort.aseg_amygdala.lh,t1w_l_amygdala,freesvol01
smri_t1w_subcort.aseg_csf,t1w_csf,freesvol01
smri_t1w_subcort.aseg_lesion.lh,t1w_l_lesion,freesvol01
smri_t1w_subcort.aseg_accumbens.area.lh,t1w_l_accumbenarea,freesvol01
smri_t1w_subcort.aseg_ventraldc.lh,t1w_l_ventraldc,freesvol01
smri_t1w_subcort.aseg_cerebral.white.matter.rh,t1w_r_ceb_wm,freesvol01
smri_t1w_subcort.aseg_cerebral.cortex.rh,t1w_r_ceb_cortex,freesvol01
smri_t1w_subcort.aseg_lateral.ventricle.rh,t1w_r_ltr_ventr,freesvol01
smri_t1w_subcort.aseg_inf.lat.vent.rh,t1w_r_inf_lat_vent,freesvol01
smri_t1w_subcort.aseg_cerebellum.white.matter.rh,t1w_r_cer_wm,freesvol01
smri_t1w_subcort.aseg_cerebellum.cortex.rh,t1w_r_cer_cortex,freesvol01
smri_t1w_subcort.aseg_thalamus.proper.rh,t1w_r_thalamuprop,freesvol01
smri_t1w_subcort.aseg_caudate.rh,t1w_r_caudate,freesvol01
smri_t1w_subcort.aseg_putamen.rh,t1w_r_putamen,freesvol01
smri_t1w_subcort.aseg_pallidum.rh,t1w_r_pallidum,freesvol01
smri_t1w_subcort.aseg_hippocampus.rh,t1w_r_hippo,freesvol01
smri_t1w_subcort.aseg_amygdala.rh,t1w_r_amygdala,freesvol01
smri_t1w_subcort.aseg_lesion.rh,t1w_r_lesion,freesvol01
smri_t1w_subcort.aseg_accumbens.area.rh,t1w_r_accumbenarea,freesvol01
smri_t1w_subcort.aseg_ventraldc.rh,t1w_r_ventraldc,freesvol01
smri_t1w_subcort.aseg_wm.hypointensities,t1w_wm_hypointensities,freesvol01
smri_t1w_subcort.aseg_wm.hypointensities.lh,t1w_l_wm_hypointensities,freesvol01
smri_t1w_subcort.aseg_wm.hypointensities.rh,t1w_r_wm_hypointensities,freesvol01
smri_sulc_cort.desikan_bankssts.lh,crt_sulcctxlhbankssts,freesvol301
smri_sulc_cort.desikan_caudalanteriorcingulate.lh,crt_sulcctxlhcdlantrcglate,freesvol301
smri_sulc_cort.desikan_caudalmiddlefrontal.lh,crt_sulcctxlhcdlmiddleftl,freesvol301
smri_sulc_cort.desikan_cuneus.lh,crt_sulcctxlhcuneus,freesvol301
smri_sulc_cort.desikan_entorhinal.lh,crt_sulcctxlhentorhinal,freesvol301
smri_sulc_cort.desikan_fusiform.lh,crt_sulcctxlhfusiform,freesvol301
smri_sulc_cort.desikan_inferiorparietal.lh,crt_sulcctxlhinferiorparietal,freesvol301
smri_sulc_cort.desikan_inferiortemporal.lh,crt_sulcctxlhinferiortmpl,freesvol301
smri_sulc_cort.desikan_isthmuscingulate.lh,crt_sulcctxlhisthmuscglate,freesvol301
smri_sulc_cort.desikan_lateraloccipital.lh,crt_sulcctxlhlateraloccipital,freesvol301
smri_sulc_cort.desikan_lateralorbitofrontal.lh,crt_sulcctxlhlateralorbitoftl,freesvol301
smri_sulc_cort.desikan_lingual.lh,crt_sulcctxlhlingual,freesvol301
smri_sulc_cort.desikan_medialorbitofrontal.lh,crt_sulcctxlhmedialorbitoftl,freesvol301
smri_sulc_cort.desikan_middletemporal.lh,crt_sulcctxlhmiddletmpl,freesvol301
smri_sulc_cort.desikan_parahippocampal.lh,crt_sulcctxlhparahippocampal,freesvol301
smri_sulc_cort.desikan_paracentral.lh,crt_sulcctxlhparacentral,freesvol301
smri_sulc_cort.desikan_parsopercularis.lh,crt_sulcctxlhparsopercularis,freesvol301
smri_sulc_cort.desikan_parsorbitalis.lh,crt_sulcctxlhparsorbitalis,freesvol301
smri_sulc_cort.desikan_parstriangularis.lh,crt_sulcctxlhparstriangularis,freesvol301
smri_sulc_cort.desikan_pericalcarine.lh,crt_sulcctxlhpericalcarine,freesvol301
smri_sulc_cort.desikan_postcentral.lh,crt_sulcctxlhpostcentral,freesvol301
smri_sulc_cort.desikan_posteriorcingulate.lh,crt_sulcctxlhposteriorcglate,freesvol301
smri_sulc_cort.desikan_precentral.lh,crt_sulcctxlhprecentral,freesvol301
smri_sulc_cort.desikan_precuneus.lh,crt_sulcctxlhprecuneus,freesvol301
smri_sulc_cort.desikan_rostralanteriorcingulate.lh,crt_sulcctxlhrostralantrcglate,freesvol301
smri_sulc_cort.desikan_rostralmiddlefrontal.lh,crt_sulcctxlhrostralmiddleftl,freesvol301
smri_sulc_cort.desikan_superiorfrontal.lh,crt_sulcctxlhsuperiorftl,freesvol301
smri_sulc_cort.desikan_superiorparietal.lh,crt_sulcctxlhsuperiorparietal,freesvol301
smri_sulc_cort.desikan_superiortemporal.lh,crt_sulcctxlhsuperiortmpl,freesvol301
smri_sulc_cort.desikan_supramarginal.lh,crt_sulcctxlhsupramarginal,freesvol301
smri_sulc_cort.desikan_frontalpole.lh,crt_sulcctxlhftlpole,freesvol301
smri_sulc_cort.desikan_temporalpole.lh,crt_sulcctxlhtmplpole,freesvol301
smri_sulc_cort.desikan_transversetemporal.lh,crt_sulcctxlhtransversetmpl,freesvol301
smri_sulc_cort.desikan_insula.lh,crt_sulcctxlhinsula,freesvol301
smri_sulc_cort.desikan_bankssts.rh,crt_sulcctxrhbankssts,freesvol301
smri_sulc_cort.desikan_caudalanteriorcingulate.rh,crt_sulcctxrhcdlantrcglate,freesvol301
smri_sulc_cort.desikan_caudalmiddlefrontal.rh,crt_sulcctxrhcdlmiddleftl,freesvol301
smri_sulc_cort.desikan_cuneus.rh,crt_sulcctxrhcuneus,freesvol301
smri_sulc_cort.desikan_entorhinal.rh,crt_sulcctxrhentorhinal,freesvol301
smri_sulc_cort.desikan_fusiform.rh,crt_sulcctxrhfusiform,freesvol301
smri_sulc_cort.desikan_inferiorparietal.rh,crt_sulcctxrhinferiorparietal,freesvol301
smri_sulc_cort.desikan_inferiortemporal.rh,crt_sulcctxrhinferiortmpl,freesvol301
smri_sulc_cort.desikan_isthmuscingulate.rh,crt_sulcctxrhisthmuscglate,freesvol301
smri_sulc_cort.desikan_lateraloccipital.rh,crt_sulcctxrhlateraloccipital,freesvol301
smri_sulc_cort.desikan_lateralorbitofrontal.rh,crt_sulcctxrhlateralorbitoftl,freesvol301
smri_sulc_cort.desikan_lingual.rh,crt_sulcctxrhlingual,freesvol301
smri_sulc_cort.desikan_medialorbitofrontal.rh,crt_sulcctxrhmedialorbitoftl,freesvol301
smri_sulc_cort.desikan_middletemporal.rh,crt_sulcctxrhmiddletmpl,freesvol301
smri_sulc_cort.desikan_parahippocampal.rh,crt_sulcctxrhparahippocampal,freesvol301
smri_sulc_cort.desikan_paracentral.rh,crt_sulcctxrhparacentral,freesvol301
smri_sulc_cort.desikan_parsopercularis.rh,crt_sulcctxrhparsopercularis,freesvol301
smri_sulc_cort.desikan_parsorbitalis.rh,crt_sulcctxrhparsorbitalis,freesvol301
smri_sulc_cort.desikan_parstriangularis.rh,crt_sulcctxrhparstriangularis,freesvol301
smri_sulc_cort.desikan_pericalcarine.rh,crt_sulcctxrhpericalcarine,freesvol301
smri_sulc_cort.desikan_postcentral.rh,crt_sulcctxrhpostcentral,freesvol301
smri_sulc_cort.desikan_posteriorcingulate.rh,crt_sulcctxrhposteriorcglate,freesvol301
smri_sulc_cort.desikan_precentral.rh,crt_sulcctxrhprecentral,freesvol301
smri_sulc_cort.desikan_precuneus.rh,crt_sulcctxrhprecuneus,freesvol301
smri_sulc_cort.desikan_rostralanteriorcingulate.rh,crt_sulcctxrhrostralantrcglate,freesvol301
smri_sulc_cort.desikan_rostralmiddlefrontal.rh,crt_sulcctxrhrostralmiddleftl,freesvol301
smri_sulc_cort.desikan_superiorfrontal.rh,crt_sulcctxrhsuperiorftl,freesvol301
smri_sulc_cort.desikan_superiorparietal.rh,crt_sulcctxrhsuperiorparietal,freesvol301
smri_sulc_cort.desikan_superiortemporal.rh,crt_sulcctxrhsuperiortmpl,freesvol301
smri_sulc_cort.desikan_supramarginal.rh,crt_sulcctxrhsupramarginal,freesvol301
smri_sulc_cort.desikan_frontalpole.rh,crt_sulcctxrhftlpole,freesvol301
smri_sulc_cort.desikan_temporalpole.rh,crt_sulcctxrhtmplpole,freesvol301
smri_sulc_cort.desikan_transversetemporal.rh,crt_sulcctxrhtransversetmpl,freesvol301
smri_sulc_cort.desikan_insula.rh,crt_sulcctxrhinsula,freesvol301
smri_sulc_cort.fuzzy2_frontal.lh,crt_sulcctxlhmean,freesvol301
smri_sulc_cort.fuzzy2_posterior.lh,crt_sulcctxrhmean,freesvol301
smri_sulc_cort.fuzzy4_frontal.lh,crt_sulcctxmean,freesvol301
smri_sulc_cort.fuzzy4_occipital.lh,crt_slctlhfz4_occipital,freesvol301
smri_sulc_cort.fuzzy4_temporal.lh,crt_slctlhfz4_tmpl,freesvol301
smri_sulc_cort.fuzzy4_parietal.lh,crt_slctlhfz4_parietal,freesvol301
smri_sulc_cort.fuzzy12_central.lh,crt_slctlhfz12_central,freesvol301
smri_sulc_cort.fuzzy12_occipital.lh,crt_slctlhfz12_occipital,freesvol301
smri_sulc_cort.fuzzy12_posterolateraltemporal.lh,crt_slctlhfz12_posteroltltmpl,freesvol301
smri_sulc_cort.fuzzy12_superiorparietal.lh,crt_slctlhfz12_superiorpar,freesvol301
smri_sulc_cort.fuzzy12_orbitofrontal.lh,crt_slctlhfz12_orbitofrl,freesvol301
smri_sulc_cort.fuzzy12_superiortemporal.lh,crt_slctlhfz12_superiortmpl,freesvol301
smri_sulc_cort.fuzzy12_inferiorparietal.lh,crt_slctlhfz12_inferiorpar,freesvol301
smri_sulc_cort.fuzzy12_dorsomedialfrontal.lh,crt_slctlhfz12_dorsomedialfrl,freesvol301
smri_sulc_cort.fuzzy12_anteromedialtemporal.lh,crt_slctlhfz12_antmedialtmpl,freesvol301
smri_sulc_cort.fuzzy12_precuneus.lh,crt_slctlhfz12_precuneus,freesvol301
smri_sulc_cort.fuzzy12_dorsolateralprefrontal.lh,crt_slctlhfz12_dorsoltlprefrl,freesvol301
smri_sulc_cort.fuzzy12_parsopercularis.lh,crt_slctlhfz12_parsprcularis,freesvol301
smri_sulc_cort.fuzzy2_frontal.rh,crt_slctrhfz2_frl,freesvol301
smri_sulc_cort.fuzzy2_posterior.rh,crt_slctrhfz2_posterior,freesvol301
smri_sulc_cort.fuzzy4_frontal.rh,crt_slctrhfz4_frl,freesvol301
smri_sulc_cort.fuzzy4_occipital.rh,crt_slctrhfz4_occipital,freesvol301
smri_sulc_cort.fuzzy4_temporal.rh,crt_slctrhfz4_tmpl,freesvol301
smri_sulc_cort.fuzzy4_parietal.rh,crt_slctrhfz4_parietal,freesvol301
smri_sulc_cort.fuzzy12_central.rh,crt_slctrhfz12_central,freesvol301
smri_sulc_cort.fuzzy12_occipital.rh,crt_slctrhfz12_occipital,freesvol301
smri_sulc_cort.fuzzy12_posterolateraltemporal.rh,crt_slctrhfz12_posteroltltmpl,freesvol301
smri_sulc_cort.fuzzy12_superiorparietal.rh,crt_slctrhfz12_superiorpar,freesvol301
smri_sulc_cort.fuzzy12_orbitofrontal.rh,crt_slctrhfz12_orbitofrl,freesvol301
smri_sulc_cort.fuzzy12_superiortemporal.rh,crt_slctrhfz12_superiortmpl,freesvol301
smri_sulc_cort.fuzzy12_inferiorparietal.rh,crt_slctrhfz12_inferiorp,freesvol301
smri_sulc_cort.fuzzy12_dorsomedialfrontal.rh,crt_slctrhfz12_dorsomedialfrl,freesvol301
smri_sulc_cort.fuzzy12_anteromedialtemporal.rh,crt_slctrhfz12_antmedialtmpl,freesvol301
smri_sulc_cort.fuzzy12_precuneus.rh,crt_slctrhfz12_precuneus,freesvol301
smri_sulc_cort.fuzzy12_parsopercularis.rh,crt_slctrhfz12_parsopercularis,freesvol301
smri_sulc_cort.desikan_mean.lh,crt_sulcctxlhmean,freesvol301
smri_sulc_cort.desikan_mean.rh,crt_sulcctxrhmean,freesvol301
smri_sulc_cort.desikan_mean,crt_sulcctxmean,freesvol301
smri_area_cort.desikan_insula.lh,fsv_cort_areactxlhinsula,freesvol301
smri_area_cort.desikan_insula.rh,fsv_cort_areactxrhinsula,freesvol301
smri_vol_cort.desikan_insula.lh,fsv_cort_volctxlhinsula,freesvol301
smri_vol_cort.desikan_insula.rh,fsv_cort_volctxrhinsula,freesvol301
smri_t1w.white02_cort.desikan_insula.lh,fsv_cort_t1w_white02ctxlhins,freesvol301
smri_t1w.white02_cort.desikan_insula.rh,fsv_cort_t1w_white02ctxrhins,freesvol301
smri_t1w.gray02_cort.desikan_insula.lh,fsv_cort_t1w_gray02ctxlhins,freesvol301
smri_t1w.gray02_cort.desikan_insula.rh,fsv_cort_t1w_gray02ctxrhins,freesvol301
smri_t1w.contrast_cort.desikan_insula.lh,fsv_cort_contrastctxlhinsula,freesvol301
smri_t1w.contrast_cort.desikan_insula.rh,fsv_cort_contrastctxrhinsula,freesvol301
smri_vol_subcort.aseg_cc.central,fsv_subcort_volcc_central,freesvol301
smri_vol_subcort.aseg_cc.mid.anterior,fsv_subcort_volcc_mid_ant,freesvol301
smri_vol_subcort.aseg_cc.anterior,fsv_subcort_volcc_anterior,freesvol301
smri_t1w_subcort.aseg_cc.posterior,fsv_subcort_t1wcc_pst,freesvol301
smri_t1w_subcort.aseg_cc.mid.posterior,fsv_subcort_t1wcc_mid_pst,freesvol301
smri_t1w_subcort.aseg_cc.central,fsv_subcort_t1wcc_central,freesvol301
smri_t1w_subcort.aseg_cc.mid.anterior,fsv_subcort_t1wcc_mid_ant,freesvol301
smri_t1w_subcort.aseg_cc.anterior,fsv_subcort_t1wcc_ant,freesvol301